diagnosticID,materialSampleID,measurementType,verbatimMeasurementType,verbatimMeasurementUnit,verbatimMeasurementValue,measurementValue,measurementUnit,measurementMethod,measurementSide,measurementRemarks,measurementAccuracy,measurementDeterminedDate,sampleType,diseaseLineage,genotypeMethod,diseaseTested,diseaseTestedPositiveCount,specimenDisposition,diseaseDetected,fatal,testMethod,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,zeScore,ageEstimationMethod,verbatimAgeValue,ageValue,ageUnit,materialSampleType,materialSampleCondition,reproductiveCondition,measurementDeterminedBy,measurementMethodURI,derivedDataType,derivedDataFormat,derivedDataURI,derivedDataFilename,PARInMicroMolQuantaMetersSquaredPerSecond,PARMethod,coralColonyHeightInCentimeters,coralColonyWidth1InCentimeters,coralColonyWidth2InCentimeters,coralColonyColorWatch,coralColonyColorWatch2,coralColonyTissueLoss,coralColonyTissueLossPercent,diseaseObservedName,diseaseObservedPrevalencePercent,coralColonyCyanobacteriaContact,coralColonyCyanobacteriaContactPercent,coralColonyCyanobacteriaOvergrown,coralColonyTurfContact,coralColonyTurfContactPercent,coralColonyTurfOvergrown,coralColonyAlgalContact,coralColonyAlgalcontactsNumber,coralColonyAlgalContactTypes,coralColonyMacroalgalContact,coralColonyMacroalgalContactsNumber,coralColonyMacroalgalContactTypes,coralColonyCCAContact,coralColonyCCAContaactPercent,coralColonyCCAOvergrown,coralColonySeagrassContact,coralColonyParrotfishBites,coralColonyInvertebrateContactTypes,coralColonycoralContactTypes,coralColonySedimentContact,bcid,expeditionCode,projectId,
426b167e78bc40256bc5a2945abb2c48,6411,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,4,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2426b167e78bc40256bc5a2945abb2c48,release1,300,
24b5c7b31bd381ab552fc6f88ec11788,6412,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,7,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD224b5c7b31bd381ab552fc6f88ec11788,release1,300,
075b9c1913b2ce9b9df05601264da358,2285,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,6,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2075b9c1913b2ce9b9df05601264da358,release1,300,
8f7ac02b87bba345abfffb681f27c5b8,6328,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD28f7ac02b87bba345abfffb681f27c5b8,release1,300,
193ad011aad43619e80180c8ac1d8c35,6324,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2193ad011aad43619e80180c8ac1d8c35,release1,300,
90cbd9c628ad8a8d725dbaf4481f86ea,6326,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD290cbd9c628ad8a8d725dbaf4481f86ea,release1,300,
84ec7683312c6be17ab2693777a235b0,5980,,,,,,,,,Individual swabs tested; Date range= 2007-1- to 2007-6-,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD284ec7683312c6be17ab2693777a235b0,release1,300,
be68b24e083954a93cda5b126a6f23d6,6168,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,3,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2be68b24e083954a93cda5b126a6f23d6,release1,300,
2a5aa0effab903c98bb51ddbd90197e9,6311,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD22a5aa0effab903c98bb51ddbd90197e9,release1,300,
92650ee5dabb8deda7894b0a50947217,7074,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD292650ee5dabb8deda7894b0a50947217,release1,300,
405ac9b0fa00e3fd90235d783d870798,7075,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2405ac9b0fa00e3fd90235d783d870798,release1,300,
4c5e72137a934e870e067b8603fdc110,6077,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD24c5e72137a934e870e067b8603fdc110,release1,300,
62a9fb918537b23ef3d896d23fcf50a7,31921,,,,,,,,,Individual swabs tested; Date range 2010-4-14 to 2010-4-14,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ262a9fb918537b23ef3d896d23fcf50a7,release2,300,
4fae3c2c97533bb7c505c17cc6530dae,5953,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD24fae3c2c97533bb7c505c17cc6530dae,release1,300,
5200890a5a517bc11564117fe57e5bde,6749,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD25200890a5a517bc11564117fe57e5bde,release1,300,
7b5542a6277ac5b4150cfba2239c6437,6750,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27b5542a6277ac5b4150cfba2239c6437,release1,300,
4bc47c497e4f58196b35bf44d6c280ed,25958,,,,,,,,,Individual swabs tested; Date range 2005-11-28 to 2005-11-28,,,swabbing,,,Bd,7,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ24bc47c497e4f58196b35bf44d6c280ed,release2,300,
ab86adbb339824402af7a302590ccece,16737,,,,,,,,,Individual swabs tested; Date range= 2005-9- to 2005-9-,,,swabbing,,,Bd,3,,TRUE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2ab86adbb339824402af7a302590ccece,release1,300,
956d7faabe7ec9e945726602ca7be877,5945,,,,,,,,,Individual swabs tested; Date range= 2007-1- to 2007-6-,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2956d7faabe7ec9e945726602ca7be877,release1,300,
fb01fb93107157baa56e8495fa763db8,128,,,,,,,,,,,,swabbing,,,Bd,,,TRUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV2fb01fb93107157baa56e8495fa763db8,zawacki,222,
8115d9ae6e9832a7fa2c0b3f192f3bed,131,,,,,,,,,,,,swabbing,,,Bd,,,TRUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV28115d9ae6e9832a7fa2c0b3f192f3bed,zawacki,222,
65bcf1e24e909fafbdd3f96cdbed69d9,130,,,,,,,,,,,,swabbing,,,Bd,,,TRUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV265bcf1e24e909fafbdd3f96cdbed69d9,zawacki,222,
0c55835c031dcb45d0c933be92407885,129,,,,,,,,,,,,swabbing,,,Bd,,,TRUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV20c55835c031dcb45d0c933be92407885,zawacki,222,
51202881515afedbcd9305e41b2ba3bb,31896,,,,,,,,,Individual swabs tested; Date range 2008-10-27 to 2008-10-27,,,swabbing,,,Bd,4,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ251202881515afedbcd9305e41b2ba3bb,release2,300,
ca12602aac0ab1187743d0dfafd5db12,31897,,,,,,,,,Individual swabs tested; Date range 2008-10-27 to 2008-10-27,,,swabbing,,,Bd,1,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2ca12602aac0ab1187743d0dfafd5db12,release2,300,
b209e2781858181c57469612e91b20af,6437,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2b209e2781858181c57469612e91b20af,release1,300,
4191f9a3ea9f4b52bf693201c4ba85f7,6535,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD24191f9a3ea9f4b52bf693201c4ba85f7,release1,300,
1ba53e715c54edff4389343903ef06a7,5978,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD21ba53e715c54edff4389343903ef06a7,release1,300,
ced5c01f1cf093e7a237f68847d77edb,6124,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2ced5c01f1cf093e7a237f68847d77edb,release1,300,
0b81ac3ed36a39461363c7a705d58a19,6722,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD20b81ac3ed36a39461363c7a705d58a19,release1,300,
713d3292f56ed1e2ae3c3315f401bb4f,2277,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,6,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2713d3292f56ed1e2ae3c3315f401bb4f,release1,300,
d4e1685696698c21fd2183b4133a68be,5961,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2d4e1685696698c21fd2183b4133a68be,release1,300,
b7369ae46187333bde7c2c46a8c3f440,6615,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2b7369ae46187333bde7c2c46a8c3f440,release1,300,
7eb47566f1fcfd0dbb6d52cba5b6c146,6616,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27eb47566f1fcfd0dbb6d52cba5b6c146,release1,300,
cd7b9ed0de48fdef62f07a83468be56d,25666,,,,,,,,,Individual swabs tested; Date range 2006-1-18 to 2006-1-18,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2cd7b9ed0de48fdef62f07a83468be56d,release2,300,
18fbd7a627c64d6a2e81e46c7d3bef0e,5882,,,,,,,,,Individual swabs tested; Date range= 2007-1- to 2007-6-,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD218fbd7a627c64d6a2e81e46c7d3bef0e,release1,300,
c23a8937572f62d2723eecd64af1d61c,31846,,,,,,,,,Individual swabs tested; Date range 2013-10-22 to 2013-10-22,,,swabbing,,,Bd,32,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2c23a8937572f62d2723eecd64af1d61c,release2,300,
ab38c882ca6f181334ba24a0de41598a,342,,,,,,,,,,,,swabbing,,,Bd,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV2ab38c882ca6f181334ba24a0de41598a,zawacki,222,
75444924097ebf4a1efc3222fc89c7bd,540,,,,,,,,,,,,swabbing,,,Bd,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV275444924097ebf4a1efc3222fc89c7bd,zawacki,222,
69ca814325c9e280175a8487bb856704,400,,,,,,,,,,,,swabbing,,,Bd,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV269ca814325c9e280175a8487bb856704,zawacki,222,
a5d8f818bfa49805dd86fad7722179d2,335,,,,,,,,,,,,swabbing,,,Bd,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQV2a5d8f818bfa49805dd86fad7722179d2,zawacki,222,
c976989c101840f1a5d6cec171af36a0,6647,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c976989c101840f1a5d6cec171af36a0,release1,300,
6b9db2b50bb00ebfa49cb3dea2e507cb,5917,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD26b9db2b50bb00ebfa49cb3dea2e507cb,release1,300,
edd87a0a45dc07c4e24c58142448620a,26746,,,,,,,,,Individual swabs tested; Date range 2006-5-18 to 2006-5-18,,,swabbing,,,Bd,13,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2edd87a0a45dc07c4e24c58142448620a,release2,300,
331cc2bba1e4399b8a762d834495d0cb,31829,,,,,,,,,Individual swabs tested; Date range 2009--,,,swabbing,,,Bd,1,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2331cc2bba1e4399b8a762d834495d0cb,release2,300,
b4c7500f42ce93283d4a1dbb9170e17f,6382,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2b4c7500f42ce93283d4a1dbb9170e17f,release1,300,
d53af8de37f485ca7a5353bcab99cb73,6007,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2d53af8de37f485ca7a5353bcab99cb73,release1,300,
aa90c977353d2e5c824dde7321be2cd0,1271,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2aa90c977353d2e5c824dde7321be2cd0,release1,300,
b3b03c00224037a56a01f3122aa10a3e,6091,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2b3b03c00224037a56a01f3122aa10a3e,release1,300,
80d92299d8badff6b3196bb1ec497ac3,6090,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,4,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD280d92299d8badff6b3196bb1ec497ac3,release1,300,
820029d0f4940ddaa1ede77c88ddac30,6275,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2820029d0f4940ddaa1ede77c88ddac30,release1,300,
c0a8bab6f602150e5b38e553a6c3de74,6502,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c0a8bab6f602150e5b38e553a6c3de74,release1,300,
7e031dd713c17a37b074014cbd93912e,6377,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27e031dd713c17a37b074014cbd93912e,release1,300,
7652ee7c0f3814dea4b2bc60ddd3dd48,6343,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27652ee7c0f3814dea4b2bc60ddd3dd48,release1,300,
